id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
8970893,12259609,Josua,Neukölln,Rixdorf,52.4708802344419,13.4429342368529,Entire home/apt,40,3,1,1,0
8973039,21106735,Sebastian,Mitte,Osloer Straße,52.5604288540707,13.3803813379356,Private room,25,11,0,1,0
8976190,3544976,Svenja,Neukölln,Britz,52.4597680643721,13.4348117614876,Entire home/apt,45,20,6,1,287
8977185,19092131,Karolin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5086065181249,13.4533680993904,Private room,25,1,3,2,0
8977531,46911033,Silke,Treptow - Köpenick,Friedrichshagen,52.4487565351379,13.6353543495609,Private room,50,1,83,1,335
8979014,46916443,Andreas,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4899941661302,13.3849199492597,Entire home/apt,95,3,6,1,0
8979224,7920622,Sarah,Mitte,Alexanderplatz,52.5112694562139,13.4177284069823,Private room,50,3,20,1,0
8983004,46932111,Marte,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4972814681787,13.39158894957,Entire home/apt,85,3,2,1,0
8984553,3953573,Oliver,Mitte,Alexanderplatz,52.5270907389654,13.4137193721981,Private room,35,3,29,2,344
8986278,7631450,Marlena,Neukölln,Schillerpromenade,52.4677505801318,13.4290584188313,Entire home/apt,70,2,3,1,0
8986396,35226259,Franziska,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5221107876368,13.4349746090756,Private room,50,5,6,1,0
8989692,45705123,Nico,Mitte,Wedding Zentrum,52.5425316522107,13.3547934558704,Entire home/apt,49,1,5,1,0
8989702,46719509,Clarissa,Mitte,Wedding Zentrum,52.5516995362949,13.378455366255,Private room,20,1,9,1,0
8990040,2297456,Sandra Und Mauro,Mitte,Brunnenstr. Süd,52.5364238395898,13.3940454416697,Entire home/apt,30,61,0,3,262
8990583,46825289,Sivan,Neukölln,Reuterstraße,52.4836700660523,13.4412342256958,Private room,42,4,0,1,0
8998355,46997834,Andrea,Neukölln,Rixdorf,52.4814151559685,13.4462961036728,Entire home/apt,35,14,0,2,0
9001258,47010115,Alex,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5097889742936,13.4569447640683,Private room,41,1,6,2,0
9001480,26039254,Ana,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4950739946883,13.4308294496949,Entire home/apt,100,1,0,1,0
9004635,8155074,Jessica And Sam,Neukölln,Neuköllner Mitte/Zentrum,52.469390086359,13.4395193831407,Private room,45,7,0,2,0
9005568,19263147,Julieta,Pankow,Prenzlauer Berg Süd,52.531314382693,13.4217000576676,Entire home/apt,70,1,2,1,0
9006673,5954131,Ilhami,Mitte,Alexanderplatz,52.5220306651479,13.4027153195957,Private room,58,3,28,1,340
9007904,7192253,Kai,Pankow,Prenzlauer Berg Nord,52.5421160976258,13.4381647267993,Private room,60,1,0,1,0
9010083,2501428,Frans,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5072056776431,13.4646178799369,Entire home/apt,79,3,74,1,274
9018977,21240834,Hagen,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.4980359302047,13.4025199295189,Private room,45,1,0,1,0
9020476,3050451,Denny,Neukölln,Reuterstraße,52.4906875224095,13.4334425829703,Entire home/apt,80,5,3,1,0
9020990,1474879,Christin,Neukölln,Reuterstraße,52.4855815974876,13.426524627741,Entire home/apt,49,10,0,1,0
9021606,3868671,Valerie,Mitte,Tiergarten Süd,52.505163485548,13.3622203761166,Entire home/apt,44,6,3,1,0
9022813,11763735,Runa,Charlottenburg-Wilm.,Schloß Charlottenburg,52.5202680177728,13.2858979544355,Entire home/apt,35,3,29,2,53
9026643,38921266,Jánez,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4912571866521,13.4176885837011,Private room,35,2,5,1,0
9026963,47121206,Eileen,Charlottenburg-Wilm.,Halensee,52.4970003252433,13.293009694035,Entire home/apt,60,1,0,1,0
9027179,1280504,Silvia,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5145492019449,13.4319328594547,Entire home/apt,46,3,154,6,244
9027633,47125192,Manfred,Steglitz - Zehlendorf,Albrechtstr.,52.4514676899086,13.3233967126539,Entire home/apt,65,3,51,1,322
9029431,10752203,Emilia,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5234046722649,13.4483346837598,Private room,45,2,12,1,0
9035465,47107178,Christiana,Pankow,Prenzlauer Berg Südwest,52.5360018496126,13.4210050736692,Entire home/apt,40,1,0,1,0
9037782,3648560,Alex,Pankow,Prenzlauer Berg Süd,52.5280118184957,13.4205987283746,Entire home/apt,90,7,30,1,336
9039631,44161082,Carina,Pankow,Prenzlauer Berg Südwest,52.5305343821474,13.4106377957763,Entire home/apt,69,4,180,2,110
9041447,47183946,Julia,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4998823172793,13.4418678895932,Private room,35,1,26,1,0
9043094,3490025,Michael,Neukölln,Neuköllner Mitte/Zentrum,52.4661076333434,13.4453316338472,Entire home/apt,91,3,8,1,0
9044730,47196365,Pier,Pankow,Weißensee,52.5464667187482,13.456400651562,Entire home/apt,45,1,10,1,168
9045860,46649456,Maximilian,Neukölln,Schillerpromenade,52.4787898055929,13.4245476249661,Private room,24,2,1,1,0
9047612,19888788,Ulysse,Neukölln,Rixdorf,52.4846270870791,13.4472295568847,Private room,14,5,2,1,0
9054118,447761,Nina,Mitte,Brunnenstr. Süd,52.5369455015221,13.3978527293159,Entire home/apt,55,4,0,1,0
9055090,13295226,Rebecca,Mitte,Brunnenstr. Süd,52.53019493276,13.3963617136077,Private room,35,1,2,1,0
9056365,47246194,Marius,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4987357622616,13.4401659119092,Private room,31,2,4,1,0
9056714,6383152,Pierangelo,Pankow,Prenzlauer Berg Südwest,52.5360701508197,13.4086448408913,Entire home/apt,75,3,5,1,0
9057083,28605829,Kuhnle-Tours,Lichtenberg,Rummelsburger Bucht,52.4907176215072,13.4882130044183,Entire home/apt,302,2,0,3,0
9058421,47255295,Liam,Neukölln,Schillerpromenade,52.4833253723233,13.4244748052779,Entire home/apt,25,14,0,1,0
9060504,42154834,Daniella,Pankow,Prenzlauer Berg Süd,52.5304025947941,13.4307756922184,Entire home/apt,99,20,5,1,0
9060983,10638858,Kaio,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497501643277,13.4302689252382,Private room,40,3,21,1,0
9062199,47270947,Florian,Lichtenberg,Friedrichsfelde Süd,52.4975085513472,13.511721882553,Private room,20,1,0,1,0
9062627,479060,Derrick,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4898111569888,13.4237873386397,Entire home/apt,33,14,8,1,0
9062672,17709810,Kathrin,Mitte,Alexanderplatz,52.5249817393243,13.4171443466827,Entire home/apt,35,10,36,1,11
9063238,8781148,Nils,Neukölln,Reuterstraße,52.4927264922023,13.4269887580652,Entire home/apt,40,2,6,2,0
9063682,4057507,Uwe,Pankow,Helmholtzplatz,52.5444534420461,13.4201726569884,Entire home/apt,80,4,41,4,33
9067589,47296218,Stephanie,Mitte,Wedding Zentrum,52.5525419112284,13.3808741885137,Private room,55,1,18,1,7
9068410,44904710,Joern,Tempelhof - Schöneberg,Schöneberg-Nord,52.4965654431845,13.3522699716895,Private room,25,5,1,1,0
9070418,46346702,Gina,Lichtenberg,Neu Lichtenberg,52.5018955210214,13.4935446498878,Private room,35,1,15,1,67
9083108,6269085,Gabriel,Pankow,Prenzlauer Berg Nord,52.5459382003046,13.4240863629577,Private room,35,1,33,1,44
9083119,47366735,Fabian,Pankow,Prenzlauer Berg Ost,52.5366205548805,13.4331916299899,Private room,55,2,55,1,142
9084313,47371579,Max,Mitte,Wedding Zentrum,52.5516787462004,13.3775726455281,Private room,35,3,1,3,0
9085319,23328042,Daisy,Pankow,Prenzlauer Berg Nordwest,52.5535150951233,13.4038413044457,Private room,27,2,22,1,0
9086379,33754861,Ellen,Pankow,Prenzlauer Berg Ost,52.5455212658455,13.4463179619452,Private room,25,3,0,1,0
9089057,5504621,Milan & Jil,Tempelhof - Schöneberg,Schöneberg-Nord,52.4901561524471,13.3632603555146,Entire home/apt,130,3,19,1,26
9091264,47402784,Lara,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4955580141363,13.4221308408981,Entire home/apt,30,1,0,1,0
9092305,42474134,Hannah,Pankow,Pankow Süd,52.5666519717236,13.4183860446871,Private room,60,1,0,1,0
9100640,3743883,Jessica,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4930399393912,13.4361115993617,Entire home/apt,80,3,1,1,0
9102068,24763087,Konstantinos,Mitte,Alexanderplatz,52.5196144484083,13.425403358251,Private room,27,1,0,1,0
9106265,1659928,Laura,Neukölln,Neuköllner Mitte/Zentrum,52.4803001408922,13.430517412801,Entire home/apt,70,3,2,1,0
9107099,3393070,Lisa,Neukölln,Rixdorf,52.4698976725453,13.4428739743055,Entire home/apt,60,3,20,1,25
9108801,12469994,Alessia,Neukölln,Reuterstraße,52.4860133776064,13.4326255242611,Entire home/apt,32,15,0,1,0
9109580,47478452,Sara,Neukölln,Neuköllner Mitte/Zentrum,52.470755075669,13.4304601958802,Private room,40,1,1,1,0
9109921,47479755,Katja,Treptow - Köpenick,Alt  Treptow,52.4890975159885,13.4492563296449,Entire home/apt,69,3,0,1,0
9111186,25852350,Florian,Mitte,Parkviertel,52.5550644233672,13.3431150941384,Entire home/apt,131,1,4,1,4
9112919,3400116,Sarah,Mitte,Osloer Straße,52.5543226509145,13.3918309183501,Entire home/apt,88,1,1,1,0
9113886,27894760,Elle,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4963392279229,13.4312206043361,Private room,38,1,4,1,0
9114031,23215827,Boya,Charlottenburg-Wilm.,Düsseldorfer Straße,52.4953145203423,13.3220600214972,Private room,22,5,1,1,0
9114842,13417592,Rox,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4990781972063,13.4338058022246,Entire home/apt,60,1,1,1,0
9115610,4349786,Ledith,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4957599944139,13.39689397952,Private room,29,2,57,1,34
9121139,4065526,Heliodor Apartments / Michael,Lichtenberg,Alt-Lichtenberg,52.5133469337189,13.4904493444454,Entire home/apt,53,1,200,6,299
9123008,22800975,Ki Victoria,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5237899060509,13.4522256952753,Private room,39,1,0,1,0
9123102,818308,Laura,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.517473557495,13.4539526302241,Entire home/apt,70,4,13,1,0
9123319,7796409,Tony,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4880770405397,13.3256915480097,Private room,49,3,13,1,305
9124340,9063905,Andreas,Pankow,Prenzlauer Berg Süd,52.5328418564637,13.4361133967159,Entire home/apt,60,3,16,1,0
9125769,5867999,Heike,Neukölln,Neuköllner Mitte/Zentrum,52.4811797013338,13.427598509595,Entire home/apt,100,75,7,1,0
9126823,47544802,Adrian,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509168980658,13.4649279767086,Private room,19,1,2,1,0
9127963,46349020,Jakob,Mitte,Alexanderplatz,52.5267379550343,13.410356169117,Entire home/apt,84,1,216,3,320
9128009,18029235,Niccolo,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5204406333321,13.4541774666392,Entire home/apt,60,7,4,1,0
9128108,46349020,Jakob,Mitte,Alexanderplatz,52.5250688936792,13.4087407149515,Entire home/apt,101,1,204,3,329
9128170,46349020,Jakob,Mitte,Alexanderplatz,52.5246916612155,13.4087711370244,Entire home/apt,65,1,198,3,320
9129814,23113861,Florian,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5195373049393,13.4556590977667,Entire home/apt,55,5,15,1,0
9130860,47560110,Nadja,Mitte,Osloer Straße,52.5510660332225,13.3904780094998,Entire home/apt,50,3,1,1,0
9131711,24544862,Christoph,Mitte,Alexanderplatz,52.5101449367452,13.408216593462,Private room,30,2,16,1,3
9132683,47163643,Nick,Charlottenburg-Wilm.,Düsseldorfer Straße,52.4977486874999,13.3379862586973,Entire home/apt,65,3,64,1,321
9133614,46640381,Stefan,Pankow,Prenzlauer Berg Südwest,52.5295033562862,13.4160158228607,Entire home/apt,119,2,96,1,64
9134425,46316503,Enrique,Tempelhof - Schöneberg,Schöneberg-Süd,52.4881795580646,13.3615770722679,Entire home/apt,96,3,87,1,213
9135486,47578938,Kamila,Tempelhof - Schöneberg,Tempelhof,52.4673756968324,13.3916290530663,Entire home/apt,42,2,8,1,0
9135860,47580317,Stefan,Neukölln,Reuterstraße,52.488032848667,13.437057251646,Private room,20,3,0,1,0
9136533,35024779,Claudio Klaus,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4882997109228,13.3269761001131,Private room,26,1,54,4,339
9141203,1033539,Claudia,Tempelhof - Schöneberg,Schöneberg-Süd,52.484087245157,13.3588968785212,Private room,50,2,77,2,6
9141461,12428505,Bruno,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5054809484033,13.4501040676921,Private room,20,1,1,1,0
9141729,19488687,Anton,Mitte,Moabit West,52.527692377591,13.3262161747902,Private room,32,1,32,1,38
9146168,3582357,Sheila,Mitte,Moabit West,52.5297994523604,13.3359215839042,Entire home/apt,82,1,0,1,0
9147863,5267877,Céline,Mitte,Regierungsviertel,52.5114488506142,13.3819336046631,Private room,60,3,1,1,0
9148343,30518151,Joachim P,Charlottenburg-Wilm.,Neue Kantstraße,52.5046828458967,13.2987706786343,Private room,70,2,11,7,39
9149412,47637114,Moritz,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5194737243243,13.4662375550149,Entire home/apt,129,2,6,2,361
9150138,47640324,Ines + Olaf,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4914892458528,13.3981803861702,Entire home/apt,65,5,0,1,0
9150173,19281206,Soe,Mitte,Wedding Zentrum,52.5516584485455,13.3776703545092,Private room,35,1,1,2,0
9150987,47554561,Robert,Neukölln,Reuterstraße,52.4907027103491,13.4340404004577,Private room,25,5,0,1,0
9152895,45072888,Linda,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4880078536555,13.3805964900969,Entire home/apt,65,1,0,1,0
9154081,7040480,Ursula,Mitte,Moabit West,52.5239222736951,13.3387081395073,Private room,30,1,69,1,0
9160334,47684936,Louise,Pankow,Helmholtzplatz,52.5437265166409,13.4189419849373,Entire home/apt,10,1,0,1,0
9164851,47702685,Paul,Mitte,Alexanderplatz,52.5306878582559,13.3826870730429,Private room,55,1,174,7,339
9164920,47703190,Liv,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4904082688645,13.3827756634339,Entire home/apt,55,2,1,1,0
9165505,1914346,Angela,Reinickendorf,West 5,52.5884248247867,13.2816311266753,Private room,34,3,100,1,330
9166859,47710864,Lena,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5015160517781,13.4299055006382,Entire home/apt,50,1,0,1,0
9167632,3622827,David,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4871803928666,13.3750529118186,Entire home/apt,150,61,39,2,365
9168848,47718468,Florian,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5139631759629,13.4624008892635,Private room,70,2,14,1,364
9168926,5650744,Katharina,Mitte,Wedding Zentrum,52.5521300953626,13.3783919733431,Private room,25,10,0,1,0
9170744,8811999,Christiane,Lichtenberg,Alt-Hohenschönhausen Süd,52.5390521855878,13.48947150037,Entire home/apt,24,2,1,2,0
9177635,47757971,Daisy,Tempelhof - Schöneberg,Schöneberg-Nord,52.5028490285784,13.3434687414893,Entire home/apt,50,4,1,1,0
9179560,47765741,Kira,Neukölln,Neuköllner Mitte/Zentrum,52.4648216395526,13.4341234570423,Private room,25,1,0,1,0
9179662,47766136,Christian,Neukölln,Reuterstraße,52.4921942279471,13.42730809638,Entire home/apt,37,14,3,1,0
9180485,757830,Christian,Mitte,Moabit West,52.5253475514177,13.3302938850482,Private room,39,3,70,1,271
9181281,10449338,Beth,Neukölln,Reuterstraße,52.4849298801218,13.4292748363731,Entire home/apt,75,1,12,1,0
9182193,23571841,Ulrike,Treptow - Köpenick,Baumschulenweg,52.4682305724564,13.4864480183478,Private room,40,1,57,1,326
9182459,19419244,Liza,Pankow,Prenzlauer Berg Süd,52.5354051754302,13.4289961335234,Private room,35,2,3,1,0
9184413,33405965,Ulrike,Tempelhof - Schöneberg,Tempelhof,52.48143382109,13.382110589666,Entire home/apt,96,3,65,1,269
9186093,43084245,Villads,Neukölln,Rixdorf,52.4792925938727,13.4484217934646,Entire home/apt,45,1,3,1,0
9193091,4942086,Georgina,Mitte,Wedding Zentrum,52.5479610745596,13.3601751409118,Private room,45,3,1,1,0
9193397,47825452,Jo,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5102188473147,13.4550031003822,Entire home/apt,35,4,54,1,0
9193426,15040486,Corina,Mitte,Alexanderplatz,52.5267629726264,13.4120772726332,Private room,27,2,15,1,131
9193748,47556192,Roland,Mitte,Alexanderplatz,52.5275885006885,13.3917519909871,Private room,40,2,24,1,0
9195438,8635309,Andreas T.,Mitte,Alexanderplatz,52.5244925596058,13.4057227069824,Private room,25,2,2,1,0
9195781,4639836,Steffen,Tempelhof - Schöneberg,Schöneberg-Nord,52.4977673303852,13.3471483906197,Entire home/apt,85,1,93,3,339
9202874,4328532,Andrew,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.499847029148,13.3877071812939,Entire home/apt,83,1,13,1,0
9204448,13437035,Yasmin,Mitte,Moabit Ost,52.5346716079272,13.357187828561,Private room,35,2,2,1,0
9206174,13371930,Mirko,Pankow,Prenzlauer Berg Nordwest,52.5528652691636,13.4112822653046,Entire home/apt,43,90,3,1,0
9206682,47884808,Riccieri,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5157557240597,13.4601046877224,Entire home/apt,50,1,0,1,0
9207187,47886835,Florentin,Pankow,Helmholtzplatz,52.5450547726008,13.4153108603874,Entire home/apt,55,2,10,1,0
9207372,47888163,Lars,Pankow,Pankow Zentrum,52.5662856866419,13.4017389188621,Entire home/apt,45,5,3,1,0
9208960,18579931,Ionel,Charlottenburg-Wilm.,Grunewald,52.4826668757915,13.2859012496338,Entire home/apt,50,5,0,1,0
9215122,3777535,Bernd,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.494927137238,13.4257297609446,Entire home/apt,220,7,1,1,59
9216341,8650940,Arne,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4948081208845,13.3819127387531,Entire home/apt,85,5,4,1,0
9221950,2342312,Irit,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5179547824587,13.4632204986379,Entire home/apt,85,3,49,2,303
9221973,8448770,Lucas,Neukölln,Rixdorf,52.4716791562308,13.4540546199557,Private room,29,1,0,3,0
9222469,18265962,Carolin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4926282420644,13.3936694556196,Entire home/apt,30,4,5,1,0
9224827,2557505,Berglind,Neukölln,Reuterstraße,52.4857935507119,13.4273718884757,Entire home/apt,55,4,27,1,0
9225893,34449068,Evelyn,Charlottenburg-Wilm.,Düsseldorfer Straße,52.4994018481059,13.3221035691246,Entire home/apt,85,2,94,2,196
9226203,28605829,Kuhnle-Tours,Lichtenberg,Rummelsburger Bucht,52.4920071418579,13.4888336588176,Entire home/apt,189,3,0,3,0
9226389,28605829,Kuhnle-Tours,Lichtenberg,Rummelsburger Bucht,52.4924986430447,13.4896547883038,Entire home/apt,191,3,0,3,0
9226414,19438285,Lion,Treptow - Köpenick,Alt  Treptow,52.4899718105714,13.4493820161138,Private room,22,1,5,1,0
9226607,38650838,No3 Apartments,Mitte,Brunnenstr. Nord,52.5402604693785,13.3707092602448,Entire home/apt,36,30,1,5,341
9229673,5694359,Jonas,Lichtenberg,Alt-Lichtenberg,52.5205563653505,13.4835304807157,Entire home/apt,39,1,0,1,0
9231136,23011672,Jacques,Mitte,Alexanderplatz,52.5271257843584,13.3906352555211,Private room,36,3,2,1,0
9231931,32892234,Lara,Neukölln,Neuköllner Mitte/Zentrum,52.4768075390901,13.4272460976718,Private room,24,2,163,1,8
9232303,1174550,Molly,Pankow,Helmholtzplatz,52.5420538426631,13.4156117059046,Entire home/apt,46,1,0,1,0
9236207,23780943,Nir,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.514051246681,13.4564019493631,Private room,50,1,34,2,318
9241624,4892729,Denise,Neukölln,Rixdorf,52.4792821700297,13.44498428253,Private room,35,1,8,1,35
9242135,5679605,Mike,Tempelhof - Schöneberg,Schöneberg-Nord,52.4972873674131,13.3391839456839,Entire home/apt,92,5,35,1,300
9242204,977009,Kerstin,Pankow,Prenzlauer Berg Nordwest,52.546717991716,13.4058753388964,Entire home/apt,75,3,1,1,0
9242514,43651750,Heike,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4977858623865,13.384870809122,Private room,100,7,29,1,315
9242982,48038475,Marcel,Tempelhof - Schöneberg,Schöneberg-Nord,52.4947497320459,13.3647724328743,Private room,51,1,0,1,0
9243920,10444830,Nadia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5070035359854,13.4704474689891,Private room,28,2,3,2,0
9248182,7537795,Norman,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5098097861649,13.4662624524281,Entire home/apt,169,3,58,2,176
9250150,8912086,René,Spandau,Wilhelmstadt,52.5266154100643,13.1825173097956,Entire home/apt,69,60,0,26,61
9250878,6682282,Ines,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5080368158196,13.4658478823628,Entire home/apt,95,3,5,1,0
9251595,48067287,Annina,Pankow,Weißensee,52.552549956178,13.4414961949613,Entire home/apt,25,20,0,1,0
9253125,48075317,Lodovica,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4906876778104,13.4118639452186,Entire home/apt,48,2,3,1,0
9254100,10429786,Liese,Neukölln,Schillerpromenade,52.4658026297035,13.4323382141065,Entire home/apt,90,3,6,2,0
9256082,44097204,Martina,Pankow,Prenzlauer Berg Süd,52.5299950532454,13.428652025532,Private room,27,2,27,2,291
9257908,48094926,Paul,Neukölln,Schillerpromenade,52.4702438502644,13.427368314663,Private room,30,1,2,1,0
9258549,48098445,Johanna,Pankow,Blankenfelde/Niederschönhausen,52.5789688687192,13.3995274779293,Private room,20,1,4,1,0
9260285,10878206,Isolde,Pankow,Prenzlauer Berg Nord,52.5500415638888,13.4148836326636,Entire home/apt,120,4,7,1,5
9266036,37217908,Tim,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5011237622609,13.425002964097,Entire home/apt,79,1,0,1,0
9266598,17264609,Saskia,Pankow,Prenzlauer Berg Nord,52.5520446290437,13.4213989988197,Entire home/apt,45,3,13,1,0
9267220,44840052,Aleksandra,Treptow - Köpenick,Baumschulenweg,52.4600567806384,13.4855010983615,Private room,25,7,0,1,0
9267631,2594800,Gabriela,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4885946596445,13.3884343133052,Entire home/apt,49,2,2,1,0
9267723,8146714,Louisa,Pankow,Helmholtzplatz,52.541235744896,13.4142928530014,Entire home/apt,150,2,44,2,31
9268629,102461,Trudy,Neukölln,Schillerpromenade,52.4847579486301,13.4237497678198,Entire home/apt,359,3,182,9,85
9268732,47411756,Florian,Charlottenburg-Wilm.,Schloß Charlottenburg,52.5112915084392,13.3012782145408,Private room,26,1,1,1,0
9270375,550806,G,Neukölln,Reuterstraße,52.4903592529374,13.432864915455,Entire home/apt,55,4,8,1,0
9271328,16166447,Ly,Mitte,Brunnenstr. Süd,52.5335962961823,13.3992467801642,Private room,180,5,14,1,296
9272162,25037042,Oliver,Pankow,Prenzlauer Berg Nordwest,52.5486067010056,13.4093433945129,Private room,29,3,11,1,0
9272535,48159193,Yvo,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5142654872214,13.4644866074697,Private room,25,5,4,1,321
9273023,18183098,Andre Marcel,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5058336890195,13.4697574246709,Entire home/apt,349,3,45,1,304
9273945,7891529,Silly,Pankow,Prenzlauer Berg Süd,52.5309596894345,13.423628952815,Private room,30,4,169,1,138
9278672,32928035,Julian,Charlottenburg-Wilm.,Grunewald,52.4921653396344,13.2870500331456,Entire home/apt,250,7,6,1,0
9278730,47690727,Jakob,Neukölln,Rixdorf,52.4733664383835,13.4518704812036,Private room,29,5,1,1,0
9285147,48216949,Mona,Neukölln,Rixdorf,52.4732010367379,13.4544669592031,Entire home/apt,59,1,0,1,0
9285452,10588246,Jacob,Neukölln,Neuköllner Mitte/Zentrum,52.4670636550095,13.4422976891947,Private room,50,3,77,4,18
9287690,48227239,Varvara,Pankow,Pankow Zentrum,52.573982772065,13.4229270419464,Entire home/apt,43,6,0,1,0
9287838,909226,Werner,Tempelhof - Schöneberg,Tempelhof,52.467221301031,13.3909981433821,Entire home/apt,360,2,55,9,293
9287981,3546875,Jenny,Mitte,Alexanderplatz,52.5287145390897,13.402246063546,Entire home/apt,50,10,14,1,259
9288772,48231729,Alix,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5116131785142,13.469216792258,Entire home/apt,60,3,0,1,0
9289100,11143577,Hannah,Pankow,Prenzlauer Berg Süd,52.5329832525813,13.437229355854,Private room,119,7,0,1,0
9289287,48242833,Sarah,Neukölln,Rixdorf,52.4793835912783,13.4460986620472,Private room,39,1,41,2,314
9291172,34154030,Andreas,Steglitz - Zehlendorf,Zehlendorf  Nord,52.4328212716904,13.2258814628984,Entire home/apt,40,60,3,1,280
9292652,27967350,Mareike,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4947893112545,13.4332214924406,Private room,35,1,18,1,0
9292804,1435273,OTA-Berlin,Pankow,Prenzlauer Berg Südwest,52.5305388818662,13.4093430057588,Entire home/apt,110,4,40,7,264
9297443,48268160,Reini,Mitte,Wedding Zentrum,52.5424721327235,13.3541273659888,Private room,13,8,0,1,0
9298738,9559531,Berith,Pankow,Prenzlauer Berg Nordwest,52.5514590346987,13.4011694098204,Entire home/apt,69,3,1,2,0
9303849,48299962,Franziska,Mitte,Osloer Straße,52.5577215824004,13.3853506221064,Private room,20,2,3,1,0
9305152,34555953,Julian,Mitte,Alexanderplatz,52.5067566756943,13.4220737497392,Entire home/apt,129,3,26,1,0
9306310,12687436,Isabel,Neukölln,Schillerpromenade,52.4784225925987,13.4247267204941,Entire home/apt,70,2,4,1,0
9306628,48311536,Jenny,Mitte,Osloer Straße,52.5588459277773,13.3849584582677,Entire home/apt,80,1,1,1,0
9307303,6233753,Thorsten,Neukölln,Reuterstraße,52.4867995470782,13.4469531909838,Private room,40,2,3,1,349
9307418,48315402,Benjamin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50976294372,13.4511856613165,Private room,35,1,0,1,0
9308067,33482821,Jaroslaw,Tempelhof - Schöneberg,Schöneberg-Nord,52.4956081942011,13.3390046340692,Entire home/apt,50,2,19,1,0
9310809,20657272,Anna,Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.5738567384219,13.3990733654335,Private room,30,2,12,1,178
9323006,48388688,Blandine,Neukölln,Reuterstraße,52.4853225157571,13.4353738567355,Private room,28,4,1,1,0
9325312,48399945,Benjamin,Lichtenberg,Neu Lichtenberg,52.5030392320165,13.4867573923934,Private room,25,1,2,1,0
9326612,48406225,Boro,Mitte,Alexanderplatz,52.507576345469,13.4153935862087,Entire home/apt,55,2,3,1,0
